player_id,player,team,league,fifa_edition,update
254067,Anderson Julio,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
231390,Diogo António Cupido Gonçalves,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
254464,Maikel Chang,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
261140,Javain Brown,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
200395,Marcelo Silva,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
259039,Bode Hidalgo,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
271112,Gavin Beavers,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
240096,Lachlan Brook,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
264433,Nelson Palacio,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
240448,Pablo Ruiz,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
247354,Benji Michel,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
247323,Erik Holt,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
274537,Philip Quinton,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
263060,Zack Farnsworth,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
275645,Noel Caliskan,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
266610,Jaziel Orozco,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
278875,Zavier Gozo,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
279941,Tommy Silva,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
258813,Tyler Wolff,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
277867,Kevon Lambert,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
275293,Bertin Jacquesson,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
73873,Matthew Bell,Real Salt Lake,USA-Major League Soccer,FC 25,"Dec 18, 2024"
225701,Pedro Gallese,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
248168,Dagur Dan Þór­halls­son,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
237875,Rodrigo Schlegel,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
203137,Robin Jansson,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
247240,Rafael Lucas Cardoso dos Santos,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
221664,Wilder Cartagena,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
259874,César Araújo,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
256136,Facundo Torres,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
236800,Iván Angulo,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
240744,Martín Ojeda,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
261072,Ramiro Enrique,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
197225,Nicolás Lodeiro,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
207465,Felipe Martins,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
271611,Heine Gikling Bruseth,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
264085,David Brekalo,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
247356,Kyle Smith,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
266335,Luca Petrasso,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
231861,Mason Stajduhar,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
274841,Duncan McGuire,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
199110,Luis Muriel,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
274665,Shakur Mohammed,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
277189,Javier Otero,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
268767,Jack Lynn,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
262379,Michael Halliday,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
272756,Favian Loyola,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
71602,Jeorgio Kocevski,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
267920,Alex Freeman,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
263237,Thomas Williams,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
74438,Yutaro Tsukada,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
70442,Tahir Reid-Brown,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
274580,Abdi Salim,Orlando City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
164505,Brad Guzan,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
237662,Brooks Lennon,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
216730,Stian Gregersen,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
203398,Derrick Williams,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
256044,Pedro Miguel Santos Amador,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
243222,Bartosz Slisz,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
235885,Tristan Muyumba,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
239755,Saba Lobjanidze,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
228768,Alexandre da Costa Silva,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
214092,Alexey Miranchuk,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
212790,Jamal Thiaré,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
248555,Edwin Mosquera,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
235184,Daniel Ríos,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
176071,Dax McCarty,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
234178,Luis Abram,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
240921,Ronald Hernández,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
274272,Noah Cobb,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
279705,Josh Cohen,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
274273,Ajani Fortune,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
259934,Efraín Morales,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
157888,Quentin Westberg,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
246447,Elio Nicolas Firmino,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
278490,Luke Brennan,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
74622,Matthew Edwards,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
70112,Adyn Torres,Atlanta United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
247228,Dayne St. Clair,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
244904,Miguel Tapias,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
202170,Michael Boxall,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
74063,Jefferson Díaz,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
261196,David Justin Taylor,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
212424,Wil Trapp,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
228312,Robin Lod,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
233092,Joaquín Pereyra,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
264516,Bongokuhle Hlongwane,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
190362,Teemu Pukki,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
207440,Franco Fragapane,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
251229,Kelvin Yeboah,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
260485,Sang Bin Jeong,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
247476,Hassani Dotson,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
259081,Moses Nyeman,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
264157,Joseph Rosales,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
202076,Zarek Valentin,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
213428,Clint Irwin,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
236599,Samuel Shashoua,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
271106,Devin Padelford,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
271108,Tani Oluwaseyi,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
258667,Ethan Bristow,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
271053,Anthony Markanich,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
259568,Carlos Harvey,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
71435,Hugo Bacharach,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
246020,Jordan Adebayo-Smith,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
72555,Matúš Kmeť,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
73211,Alec Smir,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
71395,Loïc Mesanvi,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
262087,Derek Dodson,Minnesota United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
190780,Sean Johnson,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
71407,Nicksoen Gomis,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
194146,Kevin Long,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
237642,Raoul Petretta,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
232081,Richie Laryea,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
213439,Jonathan Osorio,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
227916,Deybi Flores,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
71618,Tyrese Spicer,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
212404,Federico Bernardeschi,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
198219,Lorenzo Insigne,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
244250,Prince Owusu,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
166539,Derrick Etienne Jr.,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
243828,Matty Longstaff,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
274976,Alonso Coello Camarero,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
211581,Shane O'Neill,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
268433,Kobe Franklin,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
267847,Kosi Thompson,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
277916,Luka Gavran,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
227362,Sigurd Rosted,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
266615,Deandre Kerr,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
237307,Henry Wingo,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
260679,Aimé Mabika,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
242302,Brandon Servania,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
75135,Charlie Sharp,Toronto,USA-Major League Soccer,FC 25,"Dec 18, 2024"
226786,Alex Bono,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
242542,Aarón Herrera,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
242199,Christopher McVey,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
266805,Lucas Bartlett,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
211119,Pedro Miguel Martins Santos,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
256215,Matti Peltola,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
192955,Mateusz Klich,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
243464,Jared Stroud,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
277301,Gabriel Pirani,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
229658,Cristian Dájome,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
184111,Christian Benteke,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
227998,Dominique Badji,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
70045,Jacob Murrell,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
214718,Martín Rodríguez,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
266852,Theodore Ku-DiPietro,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
279787,Garrison Tubbs,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
271756,Matai Akinmboni,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
231878,Tyler Miller,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
268685,Jackson Hopkins,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
71080,Conner Antley,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
251547,David Schnegg,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
74322,Boris Enow Takang,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
266857,Hayden Sargis,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
252335,Luis Zamudio,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
233314,Russell Canouse,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
70188,Nate Crockford,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
271060,Jeremy Garay,DC United,USA-Major League Soccer,FC 25,"Dec 18, 2024"
242084,Carlos Miguel Coronel,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
256426,Cameron Harper,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
247459,Sean Nealis,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
246048,Andrés Reyes,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
255033,Dylan Nealis,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
251834,John Tolkin,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
266033,Daniel Edelman,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
241004,Felipe Carballo,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
208448,Emil Forsberg,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
234905,Dante Vanzeir,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
221908,Lewis Morgan,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
260772,Wikelman Carmona,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
273548,Peter Stroud,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
268402,Dennis Gjengaar,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
275294,Ronald Donkor,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
236038,Kyle Duncan,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
260001,Noah Eile,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
207610,Ryan Meara,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
241984,Cory Burke,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
271195,Elias Manoel,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
267796,Serge Ngoma,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
261639,Curtis Ofori,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
75541,Mohammed Sofo,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
70573,Aidan O'Connor,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
69986,Roald Mitchell,New York RB,USA-Major League Soccer,FC 25,"Dec 18, 2024"
260982,Chris Brady,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
242759,Allan Arigoni,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
211826,Rafael Czichos,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
193470,Arnaud Souquet,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
247278,Andrew Gutman,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
213209,Kellyn Acosta,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
227772,Gastón Giménez,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
240117,Maren Haile-Selassie,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
229881,Ariel Lassiter,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
260984,Brian Gutiérrez,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
233630,Hugo Cuypers,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
258834,Georgios Koutsias,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
246335,Federico Navarro,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
242714,Chris Mueller,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
227520,Tobias Salquist,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
247173,Carlos Terán,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
255273,Mauricio Pineda,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
236989,Spencer Richey,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
232166,Fabian Herbers,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
243459,Tom Barlow,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
273550,Jonathan Dean,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
247474,Chase Gasper,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
242734,Wyatt Omsberg,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
259915,Jeffrey Gal,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
271051,Sergio Oregel,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
277619,Justin Reynolds,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
260983,Javier Casas Jr.,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
266856,Victor Bezerra,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
271049,Missael Rodríguez,Chicago Fire,USA-Major League Soccer,FC 25,"Dec 18, 2024"
236571,Maarten Paes,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
256024,Nkosi Tafari,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
232332,Sebastien Ibeagha,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
247309,Sam Junqua,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
217714,Paul Arriola,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
201447,Sebastian Lletget,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
190584,Asier Illarramendi,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
236587,Marco Farfan,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
275101,Bernard Kamungo,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
241487,Jesús Ferreira,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
244797,Petar Musa,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
71257,Logan Farrington,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
242643,Liam Fraser,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
256194,Patrickson Delgado,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
267610,Tsiki Ntsabeleng,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
247612,Dante Sealy,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
190560,Omar González,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
202570,Jimmy Maurer,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
251894,Manuel Luís Da Silva Cafumana,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
247027,Ruan Gregório Teixeira,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
242906,Ema Twumasi,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
266369,Isaiah Parker,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
264633,Enes Sali,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
279679,Malik Henry-Scott,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
220846,Eugene Ansah,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
252238,Alan Velasco,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
238049,Paxton Pomykal,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
272825,Geovane de Jesus Rocha,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
273554,Amet Korça,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
272603,Nolan Norris,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
272609,Tarik Scott,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
267802,Antonio Carrera,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
73669,Carl Fred Sainte,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
279619,Alejandro Urzua,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
279620,Tomas Pondeca,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
274581,Herbert Endeley,Dallas,USA-Major League Soccer,FC 25,"Dec 18, 2024"
200463,Tim Melia,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
264390,Jake Davis,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
215067,Dany Rosero,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
192476,Andreu Fontàs Prat,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
221201,Tim Leibold,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
213313,Rémi Walter,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
225028,Nemanja Radoja,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
221797,Erik Thommy,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
185068,Johnny Russell,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
192930,Alan Pulido,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
232148,Dániel Sallói,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
270652,William Agada,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
226781,Khiry Shelton,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
279704,Alenis Vargas,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
232132,Joaquín Fernández Moreno,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
239269,Logan Ndenbe,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
247125,Zorhan Bassong,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
256053,John Pulskamp,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
226220,Memo Rodríguez,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
256499,Robert Voloder,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
261197,Robert Castellanos,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
275252,Stephen Afrifa,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
273549,Danny Flores,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
70850,Ryan Schewe,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
274267,Chris Rindov,Sporting Kansas City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
247506,Matt Freese,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
254492,Tayvon Gray,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
233790,Thiago Martins Bueno,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
241737,Birk Risa,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
268009,Kevin O'Toole,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
242214,James Sands,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
241783,Keaton Parks,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
267866,Julián Fernández,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
236935,Hannes Wolf,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
255862,Santiago Rodríguez,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
268715,Alonso Martínez,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
268330,Agustín Ojeda,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
277303,Monsef Bakrar,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
70444,Malachi Jones,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
183895,Maxi Moralez,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
246047,Andrés Perea,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
272943,Mitja Ilenič,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
247121,Luis Barraza,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
247038,Justin Haak,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
246354,Strahinja Tanasijević,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
260918,Tomás Romero,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
261705,Rio Hope-Gund,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
264744,Christian McFarlane,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
277302,Drew Baiera,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
71191,Jovan Mijatovic,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
274998,Jonathan Shore,New York City,USA-Major League Soccer,FC 25,"Dec 18, 2024"
