player_id,player,team,league,fifa_edition,update
261865,Miguel Gutiérrez Ortega,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
199576,Oriol Romeu Vidal,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
234060,Yangel Herrera,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
244369,Viktor Tsygankov,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
246785,Bryan Gil Salvatierra,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
246928,Iván Martín Núñez,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
269953,Bojan Miovski,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
186537,Cristhian Stuani,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
236276,Arnaut Danjuma,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
205070,Cristian Portugues Manzanera,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
221363,Donny van de Beek,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
271464,Yáser Asprilla,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
252064,Ladislav Krejčí,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
194730,Juan Carlos Martín Corral,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
254310,Alejandro Francés Torrijo,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
192715,Juan Pedro Ramírez López,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
279874,Antal Yaakobishvili,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
221087,Pau López Sabata,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
239250,Abel Ruiz Ortega,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
278216,Gabriel Misehouy,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
267894,Jhon Solís,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
264735,Ricard Artero Ruiz,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
278126,Silvi Clua Oya,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
75436,Lucas García Madrigal,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
75437,Kim Min-Su,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
75502,Papa Ba,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
75069,Raúl Martínez Moreno,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
75562,Ferrán Ruiz Martí,Girona,ESP-La Liga,FC 25,"Dec 18, 2024"
227127,Alejandro Remiro Gargallo,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
234035,Álvaro Odriozola Arzalluz,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
233738,Igor Zubeldia Elorza,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
244749,Nayef Aguerd,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
241811,Sergio Gómez Martín,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
248148,Martín Zubimendi Ibáñez,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
258775,Luka Sučić,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
235944,Brais Méndez Portela,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
237681,Takefusa Kubo,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
230142,Mikel Oyarzabal Ugarte,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
246672,Ander Barrenetxea,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
231627,Umar Sadiq,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
264701,Arsen Zakharyan,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
262500,Jon Ander Olasagasti Imizcoz,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
226221,Aritz Elustondo,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
255854,Jon Pacheco Dozagarat,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
256097,Javier López Carballo,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
265520,Unai Marrero Larrañaga,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
223790,Sheraldo Becker,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
269186,Orri Óskarsson,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
246748,Aihen Muñoz Capellán,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
262510,Beñat Turrientes Imaz,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
260546,Urko González de Zárate,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
259848,Jon Mikel Aramburu,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
272455,Pablo Marín Tejada,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
264665,Jon Magunazelaia,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
277225,Jon Martín Vicente,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
271920,Egoitz Arana Aizpurua,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
278045,Aitor Fraga Torres,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
219789,Hamari Traoré,Real Sociedad,ESP-La Liga,FC 25,"Dec 18, 2024"
258534,Diego José Conde Alcolado,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
189860,Francisco Femenía Far,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
157481,Raúl Albiol Tortajada,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
243923,Logan Costa,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
262402,Sergi Cardona Bermúdez,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
259377,Yeremy Jesús Pino Santos,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
189513,Daniel Parejo Muñoz,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
235781,Santiago Comesaña Veiga,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
257279,Alejandro Baena Rodríguez,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
215590,Ayoze Pérez Gutiérrez,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
276295,Thierno Barry,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
208093,Gerard Moreno Balagueró,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
226110,Nicolas Pépé,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
241707,Pape Gueye,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
259521,Ramón Terrats Espacio,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
265578,Ilias Akhomach Chakkour,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
237221,Juan Foyth,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
258885,Luiz Lúcio Reis Júnior,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
228302,Alfonso Pedraza Sag,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
268414,Willy Kambwala,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
205192,Denis Suárez Fernández,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
225508,Eric Bailly,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
270335,Arnau Solà Mateu,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
73990,Pau Cabanes De La Torre,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
278659,Pau Navarro Badenes,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
205069,Juan Bernat Velasco,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
70021,Alejandro Quevedo Barber,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
269641,Iker Álvarez de Eulate,Villarreal,ESP-La Liga,FC 25,"Dec 18, 2024"
210385,Rui Tiago Dantas da Silva,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
241867,Aitor Ruibal García,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
198141,Marc Bartra Aregall,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
212602,Diego Javier Llorente Ríos,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
231318,Romain Perraud,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
276471,Sergio Altimira Clavell,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
235945,Marc Roca Junqué,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
228520,Ezequiel Ávila,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
264432,Abdessamad Ezzalzouli,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
226226,Giovani Lo Celso,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
276589,Vitor Hugo Roque Ferreira,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
198951,Cédric Bakambu,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
259516,João Lucas de Souza Cardoso,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
252865,Iker Losada Aragunde,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
215699,Youssouf Sabaly,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
203747,Héctor Bellerín Moruno,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
276633,Nobel Mendy,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
243587,Francisco Barbosa Vieites,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
193352,Ricardo Rodríguez,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
226456,Pablo Fornals Malla,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
275324,Assane Diao Diaoune,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
197781,Francisco Román Alarcón Suárez,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
197891,Juan Miguel Jiménez López,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
194911,Adrián San Miguel Castillo,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
277537,Bernardo de Souza,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
207566,William Silva de Carvalho,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
272487,Daniel Pérez Guerrero,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
74584,Lucas Alcázar Moreno,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
75055,Jesús Rodriguez Caraballo,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
74717,Manuel González Pallarés,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
75211,Mateo Flores Lozano,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
74545,Carlos Guirao Mora,Real Betis,ESP-La Liga,FC 25,"Dec 18, 2024"
185427,Ørjan Nyland,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
264172,José Ángel Carmona Navarro,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
255106,Loïc Badé,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
193198,Nemanja Gudelj,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
246113,Adrià Giner Pedrosa,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
229752,Djibril Sow,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
208421,Saúl Ñíguez Esclápez,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
231416,Dodi Lukébakio,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
70893,Stanis Idumbo,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
270301,Gerard Fdez. Castellano,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
69967,Isaac Romero Bernal,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
225719,Kelechi Iheanacho,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
202651,Jesús Joaquín Fernández Sáez,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
241928,Albert Sambi Lokonga,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
246683,Lucien Agoumé,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
234426,Marcos Nascimento Teixeira,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
263370,Valentín Barco,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
272427,Alberto Flores López,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
271755,Enrique Jesús Salas Valiente,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
146536,Jesús Navas González,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
252961,Tanguy Nianzou,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
264174,Juan Luis Sánchez Velasco,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
231340,Gonzalo Montiel,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
275520,Manuel Bueno Sebastián,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
236515,Álvaro Fernández Llorente,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
264175,Pedro Ortiz Bernat,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
74590,Pablo Rivera Cruz,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
279506,Darío Benavides Fuentes,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
74585,Alberto Collado López,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
238050,Chidera Ejuke,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
75564,Israel Dominguez Velasco,Sevilla,ESP-La Liga,FC 25,"Dec 18, 2024"
263139,Dominik Greif,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
221342,Pablo Maffeo Becerra,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
228805,Antonio José Raíllo Arenas,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
219585,Martin Valjent,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
214026,Johan Mojica,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
255566,Samuel Almeida Costa,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
208620,Omar Mascarell González,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
232610,Takuma Asano,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
202648,Sergi Darder Moll,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
198451,Daniel Rodríguez Vázquez,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
223710,Vedat Muriqi,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
226777,Cyle Larin,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
202716,Abdón Prats Bastidas,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
241856,Manuel Morlanes Ariño,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
252909,Antonio Sánchez Navarro,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
263396,José Manuel Arias Copete,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
232008,Antonio Latorre Grueso,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
258466,Leo Román Riquelme,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
264110,Javier Llabrés Exposito,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
253130,Robert Navarro Muñoz,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
234167,Siebe Van der Heyden,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
74583,Marc Domènech,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
248820,Mateu Jaume Morey Bauzá,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
146952,Iván Cuéllar Sacristán,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
246351,Valery Fernández Estrada,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
256604,Daniel Luna,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
262416,Francisco Jorge Tavares Oliveira,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
74716,Miguel Jan Salas Franch,Mallorca,ESP-La Liga,FC 25,"Dec 18, 2024"
262621,Giorgi Mamardashvili,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
203177,Dimitri Foulquier,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
264846,Cristhian Mosquera Ibargüen,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
265726,César Tárrega Requeni,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
278661,Yarek Gąsiorowski,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
211688,José Luís Gayà Peña,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
264238,Diego López Noguerol,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
230786,Jose Luís García Vayá,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
266436,Javier Guerra Moreno,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
224415,Luis Rioja González,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
243032,Hugo Duro Perales,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
231628,Rafael Mir Vicente,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
243315,Daniel Gómez Alcón,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
247729,Domingos André Ribeiro Almeida,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
224013,Sergi Canós Tenés,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
246352,Hugo Guillamón Sammartín,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
228983,Maximiliano Caufriez,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
220604,Jaume Doménech Sánchez,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
260082,Jesús Vázquez Alcalde,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
246871,Enzo Barrenechea,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
74785,Iker Córdoba Sánchez,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
211348,Stole Dimitrievski,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
271373,Francisco Pérez Martínez,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
230578,Mouctar Diakhaby,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
247832,Thierry Rendall Correia,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
279544,Ali Fadal,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
279868,David Otorbi Ejededawe,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
254860,Germán Valera Karabinaite,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
277650,Martín Tejón Fauli,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
74593,Raúl Jiménez Latorre,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
74591,Rodrigo Abajas Martín,Valencia,ESP-La Liga,FC 25,"Dec 18, 2024"
224003,Sergio Herrera Pirón,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
239614,Jesús Areso Blanco,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
259066,Flavien-Enzo Boyomo,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
243976,Alejandro Catena Marugán,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
271145,Abel Bretones Cruz,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
208137,Lucas Torró Marset,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
258937,Aimar Oroz Huarte,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
247495,Jon Moncayola Tollar,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
211022,Rubén García Santos,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
188335,Ante Budimir,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
271916,Bryan Zaragoza Martínez,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
253416,Raúl García de Haro,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
206590,Moisés Gómez Bordonado,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
225200,Enrique Barja Afonso,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
231530,José Manuel Arnáiz Díaz,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
238305,Ignacio Vidal Miralles,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
272433,Jorge Herrando Oroz,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
193314,Aitor Fernández,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
255268,Javier Martínez Calvo,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
206219,Juan Cruz Álvaro Armada,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
264160,Pablo Ibáñez Lumbreras,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
211241,Rubén Peña Jiménez,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
264159,Iker Benito Sánchez,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
276087,Dimitrios Stamatakis,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
274355,Iker Muñoz Cameros,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
215569,Unai García Lugea,Osasuna,ESP-La Liga,FC 25,"Dec 18, 2024"
236033,Daniel Cárdenas Líndez,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
203581,Iván Balliu,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
235662,Abdul Mumin,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
197948,Florian Lejeune,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
247131,Alfonso Espino,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
243559,Jorge de Frutos Sebastián,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
243558,Óscar Valentín Martín Luengo,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
222390,Unai López Cabrera,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
216447,Álvaro García Rivera,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
248805,Sergio Camello Pérez,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
232498,Isaac Palazón Camacho,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
251756,Randy Nteka,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
198710,James Rodríguez,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
219953,Adrián Embarba Blázquez,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
231873,Jonathan Montiel Caballero,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
250858,Pathé Ciss,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
189472,Aridane Hernández Umpiérrez,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
227186,Augusto Batalla,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
173030,Óscar Trejo,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
210315,Raúl De Tomás Gómez,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
74178,Pelayo Fernández Balboa,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
272486,Diego Méndez Molero,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
248165,Andrei Rațiu,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
261339,Etienne Eto'o Pineda,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
214944,Gerard Gumbau Garriga,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
258371,Josep María Chavarría Pérez,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
236492,Pedro Díaz Fanjul,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
74551,Marco de las Sías López,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
229624,Sergio Guardiola Navarro,Rayo Vallecano,ESP-La Liga,FC 25,"Dec 18, 2024"
189690,Vicente Guaita Panadero,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
220821,Carl Starfelt,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
234660,Jaílson Marques Siqueira,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
192638,Marcos Alonso Mendoza,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
259694,Óscar Mingueza García,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
235997,Francisco José Beltrán Peinado,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
279112,Damián Rodríguez Sousa,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
266331,Hugo Álvarez Antúnez,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
192629,Iago Aspas Juncal,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
224179,Borja Iglesias Quintás,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
225085,Jonathan Bamba,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
261478,Tasos Douvikas,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
263227,Williot Swedberg,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
266624,Tadeo Allende,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
230021,Joseph Aidoo,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
240223,Mihailo Ristić,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
262140,Carlos Dominguez Cáceres,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
222572,Iván Villar Martínez,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
210972,Javier Manquillo Gaitán,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
259233,Ilaix Moriba,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
229379,Luca de la Torre,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
252866,Sergio Carreira Vilariño,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
272453,Pablo Durán Fernández,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
72425,Yoel Lago Amil,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
223061,Franco Cervi,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
264095,Hugo Sotelo Gómez,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
264167,Marc Vidal Girona,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
279027,Javier Rodríguez Galiano,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
243034,Alfonso González Martínez,Celta de Vigo,ESP-La Liga,FC 25,"Dec 18, 2024"
